img_name,Caption,ANP,Emotion_Categorical,Valence,Arousal,Dominance,Style,Scene_Type,Object_Types,Facial_Expression,Human_Action,Reason_for_Emotion,Average_Color,Primary_Color,Secondary_Color,Brightness,Contrast,image_path
0b32d635-99b8-498a-8463-124a2f1e70df,"A stunningly detailed statue of an androgynous alien with strong cybernetic features, rendered in luxurious gold and black travertine, exhibiting a sobbing expression, set against a soft brown backlight that enhances its reflective surfaces, creating an ethereal atmosphere.","androgynous alien, cybernetic features, gold and black travertine, reflective surfaces, intricate surface detail",Sad,-2,2,-1,"surreal fantasy, transhumanist, arcane render",indoor,statue,sobbing,,"The sobbing facial expression of the alien evokes feelings of sadness and empathy, enhanced by the intricate details and luxurious materials that highlight a transhumanist theme.",115:110:88,38:35:27,117:106:72,109.84,87.19,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/0b32d635-99b8-498a-8463-124a2f1e70df.jpg
12edb92d-cf2c-4117-b7c6-ee877b98ef8b,"A chaotic scene where a group of people are engaged in a riot atop a spinning merry-go-round, with expressions of anger and frustration while the carousel horses appear to be in motion.","chaotic crowd, spinning carousel, frantic expressions",Anger,-3,4,1,"dramatic, surreal",outdoor,"merry-go-round, people",angry,fighting,"The image depicts an intense and tumultuous moment where emotions are heightened due to the confrontation among the crowd, resulting in a strong sense of anger.",62:69:70,22:27:30,86:98:98,67.65,63.97,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/12edb92d-cf2c-4117-b7c6-ee877b98ef8b.jpg
5953df98-6c57-41fc-801b-fba013984470,"An aggressive-looking cat with wide eyes and bared teeth is depicted, surrounded by a dark splash design on a white background.","angry cat, dark splash",Anger,-3,3,-2,vector,indoor,cats,angry,,"The fierce expression of the cat conveys a sense of anger and aggression, evoking a strong, emotional response.",167:174:173,235:235:232,23:39:44,172.14,87.15,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/5953df98-6c57-41fc-801b-fba013984470.jpg
9b656075-fae9-40a1-b81c-5b9e663cd5b4,"An anthropomorphic monkey sorcerer dressed in traditional ancient Chinese attire, complete with a staff and ornate accessories, set against a mystical forest background.","anthropomorphic monkey, sorcerer attire, ancient Chinese garb",Awe,3,2,1,"fantasy, illustrative",outdoor,"characters, nature",,,"The image evokes awe due to the magical and whimsical portrayal of a sorcerer character, blending cultural elements with an imaginative setting.",72:67:58,31:27:26,82:75:65,67.79,50.78,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/9b656075-fae9-40a1-b81c-5b9e663cd5b4.jpg
eec26bc3-a450-4247-9166-4c96a5c23db2,"A dark and surreal depiction of a void-like structure surrounded by ominous clouds, illustrating a sense of desolation and otherworldliness.","ominous clouds, dark structure, void-like presence",Fear,-3,3,-2,"surreal, horror",outdoor,"abstract structures, clouds",,,"The image evokes fear due to its unsettling visuals and the sense of an infinite, dark void, suggesting danger or unknown horrors.",54:66:76,20:19:23,58:87:113,63.64,60.45,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/eec26bc3-a450-4247-9166-4c96a5c23db2.jpg
7628fe61-ee55-4516-a66a-e6e247268471,"Upper torso of a man wearing a racing helmet, wagging one finger implying to stop at a drag strip, zoomed in on face.","intense scene, racing helmet, dramatic gesture",Anger,-1,3,1,realistic,outdoor,"racing vehicles, spectators",,wagging finger,"The gesture of wagging a finger often conveys frustration or anger, especially in a competitive racing context.",141:130:125,218:215:203,66:53:56,133.63,70.72,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/7628fe61-ee55-4516-a66a-e6e247268471.jpg
327bad1d-1ecd-40e7-bcef-e23d36ad380e,"Deadpool, in a dynamic comic art style, brandishes a sword, showcasing his muscular build and iconic costume amidst a dramatic backdrop.","dynamic pose, muscular character, comic art style",Excitement,3,4,2,"comic, dynamic",dramatic,"character, weapons, background",,brandishing sword,"The image evokes excitement due to the action-packed pose and the iconic nature of the character, stirring anticipation for his antics.",120:83:65,58:34:25,173:98:70,92.79,71.93,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/327bad1d-1ecd-40e7-bcef-e23d36ad380e.jpg
02b94b64-18ee-480d-9b0c-e5c0f1ea963f,"A vintage fashion illustration depicting elegantly dressed women in 1940s styles, showcasing the sophisticated fashion of the era.","elegant attire, vintage style, sophisticated details",Contentment,3,1,2,vintage,outdoor,fashion illustrations,,,"The image evokes contentment due to the nostalgic representation of classic fashion, capturing a sense of beauty and elegance from a cherished era.",194:152:130,245:215:185,103:31:28,162.54,76.7,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/02b94b64-18ee-480d-9b0c-e5c0f1ea963f.jpg
2fa611de-9aa1-4d99-b40b-c0debef5975f,"A dynamic portrayal of a chief of police character depicted in classic Disney animation style, dressed in a black police uniform with a mustache and a cop hat, standing confidently in full body.","dynamic police chief, black police uniform, classic animation",Amusement,2,1,1,Disney classic animation,outdoor,characters,,,The image evokes amusement due to its playful depiction of a police character with exaggerated features and a cartoonish style.,181:168:162,227:212:201,31:26:36,171.92,77.57,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/2fa611de-9aa1-4d99-b40b-c0debef5975f.jpg
25d05ef3-c8d9-4768-9a89-7eb371173cae,"A cute mouse playing a tiny violin in a cozy setting, surrounded by scattered bits of food.","cute mouse, tiny violin, cozy setting",Amusement,3,2,1,"whimsical, fantasy",indoor,"mice, musical instruments",,,"The sight of a mouse playing a violin is whimsical and unexpected, generating amusement.",71:68:72,35:34:41,87:84:88,69.71,41.5,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/25d05ef3-c8d9-4768-9a89-7eb371173cae.jpg
48abd30c-ee6e-4a2d-82aa-7087c8b5d447,"A surreal depiction of a mermaid consuming a human, featuring elements of fantasy and horror, with classical and romantic influences evident in the rich colors and intricate details.","surreal scene, horror theme, classical elements",Disgust,-3,3,-1,"fantasy, romantic, classical",indoor,"mermaid, human, flora",,,The image portrays a shocking and grotesque act that challenges social norms and evokes a strong visceral reaction.,54:49:37,26:26:22,88:73:50,49.43,39.39,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/48abd30c-ee6e-4a2d-82aa-7087c8b5d447.jpg
d549b928-69cc-40d8-aa6c-0acd665d2035,"A Japanese girl with freckles and black hair, wearing an oversized hoodie, glasses, and a mask, stands against a backdrop of cherry blossom trees during sunset.","beautiful sunset, cherry blossom tree, freckled face",Contentment,2,1,1,realistic,outdoor,"nature, people",,,The serene setting of a sunset among cherry blossoms evokes feelings of peace and contentment.,103:78:63,35:31:37,136:88:74,84.2,65.74,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/d549b928-69cc-40d8-aa6c-0acd665d2035.jpg
061f9d4c-4706-42ce-b7fa-5da3b0cc42e7,"A stylized cartoon depiction of San Francisco showing a street lined with retro cars and lamp posts, featuring a prominent dome building in the background, under a cloudy sky.","colorful skyline, retro street, dome building",Contentment,2,1,2,2D cartoon,urban,"buildings, vehicles",,,"The image conveys a sense of nostalgia and charm through its cartoon style and vibrant, yet bland colors, evoking contentment.",103:75:76,106:79:87,29:10:16,84.39,67.48,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/061f9d4c-4706-42ce-b7fa-5da3b0cc42e7.jpg
00f51633-92b6-4044-a32f-deb4bf4c6ef9,"A surreal children's illustration depicting a nurse and a child in a medical examination room, featuring odd apparatus and a whimsical yet disturbing atmosphere.","surreal room, medical exam, odd apparatus",Disgust,-2,2,-1,"surreal, vintage",indoor,"medical equipment, children, furniture",,,The distorted imagery and medical context evoke a sense of discomfort and unease.,98:133:116,90:142:132,37:65:54,120.88,61.81,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/00f51633-92b6-4044-a32f-deb4bf4c6ef9.jpg
09e59704-951d-4f4d-9f7c-b9d0d7c502bc,"A cartoon-style illustration of an aggressive wolf dressed in urban wear, featuring a hoodie and a graphic t-shirt, set against a colorful urban backdrop with abstract elements.","aggressive wolf, urban wear, cartoon style",Anger,-1,3,1,"cartoon, urban",urban,"wolf, urban buildings",angry,,"The wolf's aggressive appearance and facial expression convey a sense of anger, enhanced by the urban setting that often evokes a feeling of intensity and conflict.",60:56:55,61:63:64,14:10:10,57.39,41.45,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/09e59704-951d-4f4d-9f7c-b9d0d7c502bc.jpg
35d75796-fd3c-422c-9be0-2485566381de,"A refreshing ice mocha latte topped with whipped cream and a drizzle of syrup sits on a wooden table outside of a cafe, with droplets of rain collecting on the cup, enhancing the cozy atmosphere of the scene.","refreshing latte, cozy atmosphere, delicate drizzle",Contentment,3,2,1,realistic,outdoor,"beverages, tables, cafes",,,The comforting image of a delicious drink in a quaint cafe setting evokes feelings of relaxation and enjoyment.,80:73:69,92:80:74,38:37:37,75.07,46.71,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/35d75796-fd3c-422c-9be0-2485566381de.jpg
7e443912-9426-45db-8aa6-43efe1638a0e,"A stylized illustration of a Shiba Inu sitting amidst a variety of flowers, showcasing its characteristic fluffy fur and alert expression.","playful dog, colorful flowers, calm atmosphere",Contentment,3,1,2,"illustrative, vintage",outdoor,"dog, flowers",,,The serene setting and the presence of a friendly dog evoke feelings of contentment and tranquility.,188:172:142,249:230:190,75:86:76,174.11,67.47,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/7e443912-9426-45db-8aa6-43efe1638a0e.jpg
245c8784-71bd-4603-a673-956dafaacb35,"A fierce green snake with mechanical features and sharp edges, detailed scales, and glowing red eyes is coiled within a dark cave, creating a striking and ominous presence.","fierce snake, mechanical edges, sharp details, red eyes, dark cave, high definition",Fear,-3,3,-2,realistic,indoor,"snake, cave",,,The intimidating appearance of the snake combined with the dark setting and sharp details evokes a sense of fear and danger.,32:34:26,18:18:14,51:55:42,33.3,30.34,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/245c8784-71bd-4603-a673-956dafaacb35.jpg
6b26d7f6-4053-4a94-97ff-3df4720991b9,"Two men engaged in a heated discussion, gesturing emphatically toward each other, with a dark, dramatic background.","heated exchange, dramatic background",Anger,-2,3,-1,realistic,indoor,people,,gesturing,"The intensity of the discussion and the body language suggests a conflict or disagreement, leading to the emotion of anger.",61:58:50,27:23:15,95:95:91,58.64,56.69,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/6b26d7f6-4053-4a94-97ff-3df4720991b9.jpg
c01d59e5-d04a-43f8-b325-5eb381fe7044,"A surreal illustration of a woman with turquoise skin licking a cat-shaped ice cream cone, with a red circular background and abstract elements.","surreal illustration, turquoise skin, cat ice cream",Amusement,2,3,1,"surrealism, vector art",outdoor,"ice cream, cats",playful,licking,"The whimsical and surreal nature of the image creates a sense of amusement, evoking a playful reaction due to the unusual combination of a cat and ice cream.",115:122:116,35:50:59,238:141:124,119.49,67.34,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/c01d59e5-d04a-43f8-b325-5eb381fe7044.jpg
3b4210d4-06d0-4576-8b19-e83e26f71f56,"A whimsical and highly detailed die cut vinyl sticker featuring a ninja cat character, exhibiting a blend of Dadaism influences with rich colors and dynamic design.","whimsical cat, ninja character, rich colors, dynamic design",Amusement,2,3,1,"Dadaism, illustrative",indoor,characters,,,"The image evokes amusement through its quirky concept of a ninja cat, combining playful elements with a unique artistic style that surprises and delights.",169:153:137,220:209:195,185:161:137,156.51,68.12,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/3b4210d4-06d0-4576-8b19-e83e26f71f56.jpg
01e5c623-5f0f-443a-be51-4b9d7d823671,"A vibrant T-shirt design featuring Thor from Ragnarok in a graffiti style, showcasing a blend of colors and comic book style elements, with dynamic splashes and bold outlines.","vibrant design, comic book style, dynamic splashes",Excitement,3,4,2,"graffiti, comic book, vector illustration",urban,character illustrations,determined,,"The image evokes excitement through its bold colors and dynamic comic book style, reflecting the energy and action associated with Thor and the Ragnarok theme.",52:57:54,9:8:7,135:190:170,55.62,69.52,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/01e5c623-5f0f-443a-be51-4b9d7d823671.jpg
2161f71a-8b26-4de5-a52f-569ab6af3752,"A vibrant display of peacocks with extravagant plumage, surrounded by lush greenery and ornamental architecture.","flamboyant peacocks, colorful plumage, ornate architecture",Awe,3,4,2,"realistic, fantastical",outdoor,"birds, plant life, architectural features",,,The vivid colors and majestic appearance of the peacocks create a sense of wonder and beauty.,74:62:45,29:24:17,88:74:53,64.05,47.09,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/2161f71a-8b26-4de5-a52f-569ab6af3752.jpg
65dc1b9e-7d30-493c-ab6e-f8301689b2eb,"A surreal depiction of a mangy, zombie-like housecat with a body shape resembling that of a greyhound dog, featuring highly detailed and photorealistic characteristics.","mangy housecat, zombie appearance, photorealistic detail",Disgust,-2,3,-1,realistic,indoor,animals,,,The highly detailed and grotesque depiction of a zombie-like creature elicits feelings of disgust due to its unsettling appearance.,47:46:41,27:27:25,62:61:55,46.3,28.74,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/65dc1b9e-7d30-493c-ab6e-f8301689b2eb.jpg
127c83eb-c799-4d92-aeb0-66a29b136a1e,"A solitary bear character sits on a bench, staring at a small tree with blooming yellow flowers, evoking a sense of reflection and stillness.","solitary bear, small tree, blooming flowers",Sad,-2,-1,-2,"illustrative, whimsical",outdoor,"animal characters, trees, benches",,,"The lone bear reflects on nature, creating a poignant atmosphere that elicits feelings of sadness.",220:211:174,248:247:243,219:200:111,210.17,55.74,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/127c83eb-c799-4d92-aeb0-66a29b136a1e.jpg
108d42d2-a887-41a6-a314-0e21074d37d6,"An old shabby village viewed from a 45-degree angle, showcasing dilapidated buildings under a moody sky.","old village, shabby buildings, moody sky",Sad,-2,1,-1,"realistic, dark",outdoor,"buildings, paths, natural landscapes",,,"The image evokes sadness due to the dilapidated state of the village and the gloomy atmosphere, which suggest neglect and abandonment.",71:70:59,29:33:28,110:104:83,69.82,63.22,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/108d42d2-a887-41a6-a314-0e21074d37d6.jpg
43c00a37-0805-49f8-94e0-fe2fd8e8c3c2,"A raccoon lies passed out on the floor, surrounded by used syringes and various colorful bottles, creating a striking and surreal scene.","fantasy style, exhausted raccoon, used syringes",Disgust,-2,1,-1,fantasy,indoor,"animals, syringes, bottles",,,The image may evoke disgust due to the grim portrayal of substance use and the condition of the raccoon.,54:44:40,24:17:15,68:57:50,46.92,37.55,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/43c00a37-0805-49f8-94e0-fe2fd8e8c3c2.jpg
10a1d617-8620-4e24-9316-dbe847aef0bc,"A historical painting depicting a monkey wearing headphones and listening to a cassette walkman, surrounded by a vintage setting.","historical painting, quirky scene, vintage technology",Amusement,2,2,1,vintage,indoor,"animals, technology",,,The juxtaposition of a monkey engaging with modern technology evokes humor and amusement.,141:131:112,60:44:21,248:247:246,132.5,89.36,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/10a1d617-8620-4e24-9316-dbe847aef0bc.jpg
e4bbb9be-8683-48cf-95a7-9d573ff04647,"A gathering of people in a fiery atmosphere, with figures dressed in dark and vivid colors facing a backdrop of flames and smoke, evoking a sense of urgency and intensity.","fiery atmosphere, urgent gathering, dark figures",Awe,1,3,2,"dramatic, surreal",outdoor,"people, fire, smoke",,,The dramatic and intense visuals of fire and the gathering of figures create a powerful sense of awe regarding collective human action and emotions surrounding democracy.,124:68:52,27:20:33,225:132:77,83.66,62.13,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/e4bbb9be-8683-48cf-95a7-9d573ff04647.jpg
0e63f303-c63a-4eed-b206-681ed38c841d,An extreme close-up view of a human mouth showing receding gums and teeth with visible discoloration and dental issues.,"dental issues, receding gums, discolored teeth",Disgust,-3,2,-1,realistic,indoor,"human mouth, teeth",,,The image displays dental problems that may evoke feelings of disgust due to the visual representation of poor oral health.,117:83:69,138:89:69,37:14:11,91.9,65.9,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/0e63f303-c63a-4eed-b206-681ed38c841d.jpg
20288140-3355-4066-a9af-6622fec6ef47,"A captivating shot of a 22-year-old female rebel riding a futuristic motorcycle through a dystopian city, showcasing towering skyscrapers and vibrant neon lights.","futuristic motorcycle, dystopian city, tall skyscrapers, neon lights",Excitement,3,4,2,"hyper-realistic, cinematic",urban,"motorcycles, buildings",,,"The intense action and vibrant cityscape create an exhilarating and adventurous atmosphere, evoking feelings of excitement.",55:51:47,23:25:24,64:64:59,52.34,47.12,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/20288140-3355-4066-a9af-6622fec6ef47.jpg
8529cf7d-7b71-4ecd-ac1a-45d2f6ed21d1,"A black and white Christmas coloring page featuring a simple, cartoonish gingerbread man with a smiling face and decorative icing patterns.","simple gingerbread man, smiling face, decorative icing",Contentment,3,1,2,"cartoon, coloring page",indoor,gingerbread man,smiling,,The cheerful design of the gingerbread man and its intended use for children's coloring evokes a sense of contentment and joy.,212:209:210,241:239:240,18:16:16,210.83,71.38,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/8529cf7d-7b71-4ecd-ac1a-45d2f6ed21d1.jpg
e7a56e01-df26-487a-930e-d9e5a7fa7e1f,"A close-up view of a street curb under heavy rain, with raindrops falling into a dark puddle, creating ripples. Wildflowers and weeds grow from cracked concrete alongside asphalt, evoking a sense of nature amidst an urban setting.","dark water, cracked concrete, wildflowers, heavy rain",Sad,-2,1,-1,"homestuck, comic, realistic",outdoor,"urban landscapes, natural elements",,,"The scene depicts a somber urban environment with heavy rain, which often evokes feelings of melancholy and a sense of isolation.",64:70:61,9:24:25,71:83:76,67.71,65.68,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/e7a56e01-df26-487a-930e-d9e5a7fa7e1f.jpg
03acdae3-3758-49b8-b087-6594fd112071,"A shapeless black goo creature with an epic and mystical design, featuring intricate details like a cloak and striking blue eyes, set against a white background, capturing the essence of a creature in a medieval fantasy RPG setting.","shapeless creature, epic design, mystic aura",Awe,3,2,1,"fantasy, concept art",natural,creatures,,,"The image conveys a sense of awe due to its unique and imaginative design, evoking wonder and fascination with the creature's mystical appearance.",184:186:187,245:245:245,37:41:46,185.9,86.78,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/03acdae3-3758-49b8-b087-6594fd112071.jpg
039d8cf0-44c6-43b2-a8c1-d1e71c62cf99,"A candid full-body shot of two morbidly obese male police officers engaged in a wrestling match on the street, showcasing a vibrant urban nightlife.","candid photo, morbidly obese, angry yelling, shiny leather jacket, police badge, peaked leather cap, shiny black boots, gold chains",Anger,-2,3,2,"photorealistic, intricate detail",urban,people,angry,wrestling,"The image captures a dynamic and aggressive interaction between the officers, evoking a sense of tension and confrontation.",70:59:50,24:20:16,92:77:64,61.84,53.33,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/039d8cf0-44c6-43b2-a8c1-d1e71c62cf99.jpg
1359e8ec-e8a4-4f33-911f-8548deb99895,"A small tree of life with lonely branches stands in a large glowing river at night, surrounded by bioluminescent blue water and floating pink and purple lotus flowers, illuminated by dramatic lighting and a giant glowing moon against a starry dark sky.","small tree, lonely branches, glowing river, bioluminescent water, pink lotus flowers, purple lotus flowers, dramatic lighting, giant moon, starry sky",Awe,3,2,1,"hyper realism, cinematic",outdoor,natural landscapes,,,"The image evokes awe due to its striking beauty, vibrant colors, and the enchanting atmosphere created by the moonlight and glowing elements.",65:52:76,15:14:29,60:50:77,58.96,42.69,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/1359e8ec-e8a4-4f33-911f-8548deb99895.jpg
49e482ab-5169-4bbb-87e9-802af224033c,"A dimly lit stone chamber with a low ceiling, filled waist-deep with sickly green sewage, featuring a partially visible door and overgrown vegetation around a murky pool.","dim chamber, sickly sewage, overgrown vegetation",Disgust,-3,2,-1,"realistic, gothic",indoor,"chamber, sewage, vegetation",,,The unsettling combination of dim lighting and sickly green sewage is likely to evoke feelings of disgust and unease.,33:43:25,40:54:32,10:17:10,38.62,30.6,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/49e482ab-5169-4bbb-87e9-802af224033c.jpg
addb6408-1db1-4738-a510-825152bdb84a,"A closeup portrait of a stylish older man with thinning hair, wearing a simple button-down shirt, captured in a hyper-realistic style with professional studio lighting.","stylish man, thinning hair, button-down shirt, studio light",Sad,-2,1,0,realistic,indoor,people,,,"The tired appearance and stylistic choices suggest a sense of weariness or introspection, evoking a feeling of sadness.",70:61:51,32:30:25,112:93:79,62.69,54.83,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/addb6408-1db1-4738-a510-825152bdb84a.jpg
14661db3-b7ce-45c0-92ea-7f4d3ceb0e4b,"A vertical board game box titled 'Rrantatog', featuring intricate designs and decorative elements on its cover.","intricate design, decorative elements, vertical box",Excitement,3,2,1,realistic,indoor,board games,,,The detailed design and vibrant colors of the board game box can evoke excitement about the game and the fun it might bring.,152:138:125,241:237:229,51:37:27,140.86,89.2,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/14661db3-b7ce-45c0-92ea-7f4d3ceb0e4b.jpg
f8dea8d1-c17c-400d-8668-3fdc8b108b06,"A surreal cyberpunk funeral scene featuring a glowing casket under a beautiful night sky filled with stars and galaxies, with a woman and a man standing side by side, contemplating the universe.","glowing casket, beautiful night sky, dark surroundings, neon lights, cosmic backdrop",Sad,-2,1,0,"cyberpunk, hyper-realistic",outdoor,"casket, people, stars, galaxy",,,"The scene suggests a moment of reflection and mourning amidst the vastness of the universe, evoking feelings of loss and contemplation.",29:38:54,25:26:38,49:54:82,38.01,24.32,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/f8dea8d1-c17c-400d-8668-3fdc8b108b06.jpg
b3aea3a6-48af-476d-bd32-591a26300d46,"A stylized depiction of a menacing figure wearing a mask with red stripes, embodying a gritty, bold artistic style with splashes of color to enhance its fierce expression.","menacing figure, bold colors, gritty style",Fear,-2,3,1,"trash polka, comic book",conceptual,characters,,,"The image's aggressive coloring and stylization evoke a sense of fear and danger, typical of a threatening character which can provoke a visceral emotional response.",74:67:63,20:23:24,107:85:72,69.13,68.66,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/b3aea3a6-48af-476d-bd32-591a26300d46.jpg
01e1bede-1caa-4476-b0f9-c320ded06c87,"A botanical drawing featuring chocolate cosmos flowers, showcasing their rich shades of dark brown and orange hues against a light background.","rich flowers, dark hues, delicate petals",Contentment,3,1,2,"realistic, botanical",natural,flowers,,,The elegant depiction of the chocolate cosmos flowers evokes a sense of tranquility and appreciation for nature's beauty.,194:177:168,250:245:240,75:41:32,181.73,86.62,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/01e1bede-1caa-4476-b0f9-c320ded06c87.jpg
302b4a06-7902-4505-96b7-b98c8aaae4f3,"An imaginative depiction of a political figure consuming another in a fantastical context, styled like a popular anime.","dramatic scene, surreal imagery",Disgust,-3,3,-2,"anime, fantasy",indoor,"food, political figures",,,"The image portrays a bizarre and unsettling scenario that combines political commentary with a disturbing visual, evoking feelings of disgust.",81:68:61,32:29:24,99:78:67,71.63,57.51,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/302b4a06-7902-4505-96b7-b98c8aaae4f3.jpg
1eb36723-40c5-4329-b105-f0d9ce6cffc0,"A raccoon surfing on large waves in the distance off the coast of Maui, Hawaii, seen from the beach, creating a surreal and amusing scene.","large waves, surreal scene, distant raccoon",Amusement,3,2,1,"realistic, cinematic",outdoor,"animal, ocean, waves, beach",,,"The unexpected sight of a raccoon surfing, which combines humor and whimsy, evokes amusement and delight.",55:66:79,28:30:34,69:87:108,64.35,45.97,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/1eb36723-40c5-4329-b105-f0d9ce6cffc0.jpg
58276089-6d5c-4d9d-a388-844c88d36e02,"A stylized cartoon character with a muscular build, featuring realistic and beautifully detailed eyes, set against a black background.","stunning cartoon, beautiful face, angry eyes, ultra hd detail",Anger,-2,3,2,"realistic, cinematic",indoor,characters,angry,,"The character's angry eyes and muscular physique convey a strong sense of intensity and emotion, which aligns with the category of anger.",84:82:75,34:34:33,100:92:83,82.23,56.72,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/58276089-6d5c-4d9d-a388-844c88d36e02.jpg
86e88c72-079d-4621-bc44-878def7e4a09,"A vibrant logo featuring a bold red pawprint set against a luxurious gold background, symbolizing positivity and warmth toward pets.","vibrant logo, bold pawprint, luxurious background",Contentment,3,2,2,modern,abstract,logos,,,"The bright colors and the depiction of a pawprint suggest a friendly and loving atmosphere, contributing to feelings of contentment.",200:130:81,225:194:119,200:76:46,145.47,60.95,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/86e88c72-079d-4621-bc44-878def7e4a09.jpg
45cbf3f7-c7f1-45ff-97ce-1dad500a7f1e,"A whimsical cartoon-style image of a melting tomato with a smiling face, set against a vibrant blue background with dripping effects.","melting tomato, bright background, smiling face",Amusement,3,2,1,cartoonish,artificial,food,happy,,The playful depiction of the melting tomato and its cheerful expression evoke a sense of humor and lightheartedness.,52:82:118,23:143:200,19:24:60,77.81,48.74,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/45cbf3f7-c7f1-45ff-97ce-1dad500a7f1e.jpg
2d78e25b-1748-48a0-a565-89a41104b2c0,"A detailed cartoon drawing of Dracula, exuding a creepy and mysterious aura, enhanced by the dark tones and atmospheric elements.","creepy Dracula, mysterious aura, dark tones, highly detailed",Fear,-2,3,-1,cartoon,indoor,"vampires, bats",,,"The combination of dark colors, the character's eerie presence, and the supernatural elements create a feeling of fear.",49:45:36,28:25:18,95:89:71,45.6,38.8,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/2d78e25b-1748-48a0-a565-89a41104b2c0.jpg
5c370e16-03d8-438e-8858-6f8cdd22d25a,"A vampire revealing its fangs in an eerie American street at night, surrounded by dark buildings and a bat flying overhead.","eerie street, dark buildings, full moon",Fear,-2,3,-1,"fantasy, horror",urban,"buildings, bats",,,"The image portrays a vampire in a dark, foreboding environment, which can evoke feelings of fear due to its menacing appearance and the night setting.",43:48:50,33:22:24,49:92:100,47.09,46.62,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/5c370e16-03d8-438e-8858-6f8cdd22d25a.jpg
38e7dcdf-1a42-480d-9d12-e623322f1b8c,"A dark, foreboding figure cloaked in tattered robes stands ominously, surrounded by swirling red and black hues that evoke a sense of dread. The figure has a skeletal face partially obscured by a hood, with wispy tendrils of smoke or shadow emanating around it, creating an eerie atmosphere.","demonic figure, dark atmosphere, ominous presence",Fear,-3,4,-2,"dark fantasy, surreal",indoor,"supernatural figures, abstract forms",,,"The image depicts an evil, demonic figure, which elicits fear due to its sinister appearance and the intense, chaotic colors surrounding it, suggesting danger and malevolence.",60:52:54,17:17:22,83:56:57,54.9,48.56,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/38e7dcdf-1a42-480d-9d12-e623322f1b8c.jpg
15ffd254-2359-4f62-ac71-55b627f88d30,"A scene depicting a person resembling a public figure, running through a prison corridor while being pursued by others in various outfits, some resembling law enforcement and some casual wear.","intense chase, dark corridor, striking contrast",Amusement,2,3,1,"dramatic, surreal",indoor,"prison setting, people",,running,"The scenario depicted is absurd and comical, evoking amusement.",69:59:43,72:63:45,17:17:12,60.87,43.23,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/15ffd254-2359-4f62-ac71-55b627f88d30.jpg
